,$CIV(\{W_{t-s}\}_{s=0}^{26}|P_t\rightarrow D_t|\emptyset)$_P0,$CIV(\{W_{t-s}\}_{s=0}^{26}|P_t\rightarrow D_t|\emptyset)$_P1,$CIV(W_t|P_t\rightarrow D_t|\{W_{t-s}\}_{s=1}^{26})$_P0,$CIV(W_t|P_t\rightarrow D_t|\{W_{t-s}\}_{s=1}^{26})$_P1,$CIV(\{W_{t-s}\}_{s=0}^{26}|P_t\rightarrow D_t|D_{t-1})$_P0,$CIV(\{W_{t-s}\}_{s=0}^{26}|P_t\rightarrow D_t|D_{t-1})$_P1,"$CIV(\{W_{t-s}\}_{s=0}^{26}|(P_t, D_{t-1})\rightarrow D_t|\emptyset)$_P0","$CIV(\{W_{t-s}\}_{s=0}^{26}|(P_t, D_{t-1})\rightarrow D_t|\emptyset)$_P1","$CIV(\{W_{t-s}\}_{s=0}^{26}|(P_t, P_{t-1})\rightarrow D_t|\emptyset)$_P0","$CIV(\{W_{t-s}\}_{s=0}^{26}|(P_t, P_{t-1})\rightarrow D_t|\emptyset)$_P1","$CIV(\{W_{t-s}\}_{s=0}^{26}|(P_t, P_{t-1})\rightarrow D_t|D_{t-1})$_P0","$CIV(\{W_{t-s}\}_{s=0}^{26}|(P_t, P_{t-1})\rightarrow D_t|D_{t-1})$_P1","$CIV(\{W_{t-s}\}_{s=0}^{26}|(P_t, P_{t-1}, D_{t-1})\rightarrow D_t|\emptyset)$_P0","$CIV(\{W_{t-s}\}_{s=0}^{26}|(P_t, P_{t-1}, D_{t-1})\rightarrow D_t|\emptyset)$_P1","$CIV(W_t|P_t \rightarrow D_t| \{W_{{t-s}}, P_{{t-s}}, D_{{t-s}}\}_{s=1}^{26})$_P0","$CIV(W_t|P_t \rightarrow D_t| \{W_{{t-s}}, P_{{t-s}}, D_{{t-s}}\}_{s=1}^{26})$_P1",$CIV(W_t|P_t\rightarrow D_t|\emptyset)$_P0,$CIV(W_t|P_t\rightarrow D_t|\emptyset)$_P1,$CIV(W_t|P_t\rightarrow D_t|D_{t-1})$_P0,$CIV(W_t|P_t\rightarrow D_t|D_{t-1})$_P1
0,-319.5277171,,-82.97290665,,-98.92771439,,-94.52376449,,75.16925499,-398.5182846,-90.20903757,-7.81062726,-92.97895743,-2.34126967,-89.37483245,,-323.94285185350236,,-100.8700608585932,
1,-314.3106937,,-96.74106301,,-99.39593872,,-104.2168371,,53.69471345,-371.5951669,-107.3308768,7.160158802,-102.4438122,-2.837556255,-106.1747649,,-321.2246558317329,,-99.50635577194043,
2,-317.1750814,,-86.52606929,,-98.7837175,,-103.342731,,41.1628578,-361.8842335,-103.2126436,4.035678552,-95.33736521,-12.89193358,-88.14182471,,-323.4933075713998,,-101.1262863263837,
3,-317.8469919,,-109.690775,,-101.443343,,-102.2934881,,27.59529936,-349.0598056,-100.2488796,-1.022487483,-96.50843562,-9.370179772,-98.73261097,,-319.75749852854096,,-98.8353795378207,
4,-317.040261,,-97.17279116,,-98.90116423,,-95.44490271,,53.30832569,-373.824663,-91.13706742,-6.938895205,-91.6320669,-5.907118645,-92.49635204,,-318.1910764694112,,-101.07671998249134,
5,-314.8800829,,-84.31838779,,-100.4361577,,-97.32646076,,55.4327149,-373.8762573,-92.66998736,-6.921121729,-91.97993458,-8.346306065,-87.98482852,,-326.49722410358663,,-98.23736036899209,
6,-320.7989682,,-103.2044594,,-102.5782195,,-102.0488497,,47.63893424,-371.8104337,-103.5600438,0.913923897,-106.6035845,7.210473159,-108.0945662,,-322.86702057069306,,-99.0985663733154,
7,-312.9636539,,-92.35764392,,-99.53595121,,-100.4521166,,54.35000769,-370.9963196,-100.5914856,1.00872334,-98.91630119,-2.423920475,-99.86015265,,-320.5914072147152,,-97.32524041116994,
8,-317.8849571,,-86.59079086,,-100.1725759,,-96.61943772,,66.0703156,-387.4814748,-91.27706495,-7.932217738,-90.63786078,-9.222916375,-92.12519661,,-322.31809759375756,,-97.45190846343758,
9,-319.212453,,-92.89588074,,-99.80532344,,-97.11995157,,57.44445361,-380.5725629,-92.40278675,-6.599436712,-91.03473352,-9.428251446,-94.0374101,,-325.82522658851303,,-100.17609682997863,
10,-316.334347,,-104.621349,,-99.0023639,,-96.8883656,,45.00143795,-364.8709289,-95.45486338,-3.129895247,-97.07168065,0.286829649,-100.6404944,,-322.5521957098772,,-100.79065532443929,
11,-317.8126507,,-82.71480747,,-101.2983714,,-101.8583782,,66.7532562,-388.2055302,-100.0546115,-1.072569606,-95.98208681,-9.223472477,-94.517415,,-323.54336789758054,,-100.25944646674907,
12,-313.74924,,-94.56456438,,-99.12617973,,-99.05941072,,39.84194826,-356.9802015,-96.25398165,-2.513669681,-92.80223335,-9.96207534,-90.46463248,,-321.20947433436777,,-97.04693205206422,
13,-317.1436477,,-87.75477448,,-100.8226333,,-99.86879545,,49.69411202,-370.0419377,-97.80691605,-2.663203459,-96.62917504,-5.120631592,-92.49405993,,-325.29108526774326,,-103.14335870699142,
14,-311.9852117,,-106.310719,,-99.20283159,,-97.35166414,,26.92942613,-342.32634,-97.91065868,-1.070430843,-101.1136641,5.98266727,-95.75368503,,-328.87650155489246,,-100.02342937223148,
15,-319.4147814,,-93.4874072,,-100.028705,,-99.59140048,,54.96242302,-378.2715774,-98.65407334,-1.196913635,-98.11100872,-2.316532271,-97.79936343,,-327.2395959384503,,-101.55277807280072,
16,-316.1299406,,-100.1323752,,-99.44050057,,-99.87702964,,60.89907569,-380.7531722,-98.90982934,-0.426038519,-96.56701535,-5.180353219,-105.9114202,,-320.5443071045811,,-99.73457401013002,
17,-322.1613606,,-100.9902392,,-102.7200908,,-103.6450577,,55.57122819,-381.2094182,-104.0420427,1.225360917,-102.7417876,-1.431321036,-105.1448091,,-322.89338120307366,,-100.80419501620054,
18,-319.7300404,,-93.06706949,,-101.0425693,,-102.3476624,,36.0531343,-359.2793305,-101.4944474,0.449827339,-98.27292309,-6.539839846,-94.06057003,,-323.09075953192223,,-98.11986427557713,
19,-316.7340439,,-113.2146369,,-99.70725999,,-103.202848,,31.88845701,-352.0331253,-107.9888986,7.450917718,-108.4920353,8.534909338,-111.6878359,,-319.6890412094617,,-99.62814455393527,
20,-318.7455457,,-106.4023248,,-99.98446118,,-100.4391059,,47.60661881,-369.6802061,-101.5099596,1.407165507,-102.0700329,2.575119853,-104.5760759,,-322.72181428172917,,-99.34466569228971,
21,-311.7838767,,-96.72552682,,-98.1955355,,-99.31657751,,44.88374453,-360.1140999,-101.9743801,3.410041121,-103.5659205,6.732880976,-100.1870821,,-317.850473470171,,-100.18504123779712,
22,-317.5918417,,-105.1985014,,-101.2414311,,-102.962236,,39.97787464,-360.9851391,-105.7056848,4.037810911,-106.4077387,5.519141199,-109.2153678,,-318.5055848921438,,-99.45962007257913,
23,-317.3591784,,-105.4101499,,-99.17972526,,-100.7676109,,42.22775434,-362.7368037,-103.3559839,3.773660227,-104.0130596,5.159520587,-106.2682032,,-316.20267755412715,,-98.92326293114456,
24,-318.1315858,,-98.7876276,,-101.1602139,,-102.7562466,,52.27105197,-373.7716606,-102.5996676,1.321765903,-99.29133156,-5.514266976,-103.9667701,,-323.561407991323,,-100.73105440696236,
25,-320.0181204,,-103.0327335,,-101.078615,,-101.1281673,,47.31265106,-370.9055674,-98.75199715,-2.030487661,-95.45583872,-8.985892471,-103.3731594,,-321.5487360203788,,-100.11141836337629,
26,-311.9074535,,-89.67966599,,-98.90298648,,-97.34917099,,57.82788175,-373.1964687,-95.46615011,-3.030685754,-95.65818246,-2.639157222,-95.01466621,,-322.4693325513126,,-101.84253852568509,
27,-319.775992,,-118.7658641,,-100.5200058,,-101.5918173,,25.62553883,-348.8007352,-103.208669,2.450618061,-103.4548341,2.996686773,-108.0998596,,-324.58674832664474,,-101.12997792425449,
28,-318.50129,,-119.671567,,-99.6701026,,-101.349011,,33.49534066,-355.3827374,-107.1171454,6.733130975,-111.6410551,16.38016267,-119.3482313,,-319.04201644423483,,-97.3041830623697,
29,-321.2179825,,-94.10075003,,-100.8908191,,-102.5397549,,54.11493355,-378.8527215,-104.9221872,3.645503529,-105.1623613,4.136586238,-104.1532619,,-325.0475493983831,,-102.0548400914704,
30,-317.7382819,,-92.54065364,,-100.1619353,,-97.56595513,,51.71855084,-372.7581128,-96.00121082,-3.694758712,-98.46189713,1.39799888,-91.82217533,,-324.387762932698,,-99.63271725770028,
31,-313.5532915,,-105.4057943,,-98.7856552,,-96.13185996,,48.73977205,-365.7701399,-96.10884932,-2.346012793,-100.5803107,6.922629294,-102.9813724,,-323.2994341852718,,-99.17955974995857,
32,-322.0242464,,-88.46536032,,-99.40372727,,-100.7465407,,53.79739844,-379.612185,-94.42924067,-4.412000141,-84.21953827,-26.08540755,-85.69742557,,-322.1858515760814,,-98.97509761742549,
33,-322.2603606,,-98.21619467,,-100.221566,,-101.6564737,,45.64692331,-371.186001,-100.7788553,0.555423722,-97.12536408,-7.191062114,-98.29468959,,-323.6163683297236,,-102.09856123279314,
34,-318.0975302,,-96.62197773,,-100.2418442,,-104.2401808,,35.54417072,-356.9029082,-109.1989538,8.087216282,-109.0078855,7.680515215,-105.6126113,,-315.25860283636575,,-99.68713213535375,
35,-318.7175249,,-88.76776532,,-100.5258878,,-102.7666147,,39.99634815,-362.2382348,-102.1213989,1.488109841,-97.47106492,-8.49478846,-88.17117929,,-325.82239931286676,,-101.63547640868637,
36,-317.7714526,,-106.414957,,-100.4613772,,-98.95963669,,44.57144006,-365.6256136,-98.63927092,-1.562739619,-100.6463231,2.655204894,-107.3813792,,-320.99738266021996,,-101.17689295398304,
37,-316.0458306,,-97.27051176,,-99.60217036,,-98.08681168,,46.68958296,-366.1263325,-95.56096434,-3.574445852,-94.81721975,-5.143782036,-97.39425759,,-326.2841588915744,,-102.14486946146644,
38,-314.4620424,,-107.9562303,,-98.54001947,,-93.13353844,,35.84585431,-354.0224278,-89.2488511,-8.290466671,-92.85583488,-0.431313717,-94.57276218,,-323.57765412202025,,-100.91673461231403,
39,-318.3637377,,-107.7003616,,-100.2135586,,-107.6469307,,30.22988814,-351.6849114,-116.4267917,14.50097804,-116.1830192,13.97988227,-117.8678769,,-323.66194071691643,,-102.01200929071638,
40,-320.1057219,,-88.63837986,,-101.7140175,,-102.5491734,,61.04010594,-384.8407405,-101.4932875,-0.154054569,-98.14922715,-6.935155203,-96.5648922,,-327.8639252551766,,-100.89143400188186,
41,-313.7468675,,-86.55464664,,-100.7217205,,-98.15055951,,60.39133818,-378.0943079,-93.90962468,-6.083274286,-92.78611968,-8.370856581,-90.45557904,,-319.57584987821065,,-98.7943337423203,
42,-314.017452,,-94.11282255,,-98.70933043,,-97.38478649,,63.49712609,-381.4052298,-95.05980428,-3.237160337,-94.27823219,-4.816043139,-97.38733396,,-318.7671182807662,,-99.0830991955736,
43,-319.8069857,,-113.3346159,,-101.2386126,,-102.5719531,,34.63435114,-357.5827002,-104.3970601,2.846258176,-104.5560629,3.188666577,-113.4839393,,-326.8356844977352,,-100.07501683570445,
44,-317.8412577,,-102.3821595,,-98.83394357,,-98.96729851,,42.25556434,-363.5938212,-103.0585337,3.822350346,-108.0339184,14.2478751,-102.5523651,,-318.6550365039766,,-98.63287656125613,
45,-317.8792169,,-83.76264978,,-98.68409572,,-100.5558249,,60.55979885,-381.8975022,-96.19906755,-2.187631908,-86.66629498,-21.89918831,-86.71882717,,-320.392381670792,,-99.36091682355618,
46,-314.1930621,,-116.6999383,,-100.1612834,,-97.72042726,,38.36987918,-356.1621518,-104.1615815,3.631769331,-116.7973243,29.83719947,-118.1564347,,-319.5031022181356,,-99.61440244432015,
47,-317.5732322,,-109.4447925,,-99.49776698,,-102.6363462,,28.230843,-349.1695859,-103.5216595,3.63011321,-99.84002642,-4.534322498,-101.3766371,,-318.73658589880324,,-99.66986066327081,
48,-317.3970262,,-102.2328197,,-98.84313196,,-99.42493924,,42.91408635,-363.5638898,-100.097428,1.169497152,-99.9010682,0.753267347,-100.8166056,,-321.2793585544496,,-99.21771762869321,
49,-319.1523494,,-116.1757428,,-99.78786566,,-102.4982841,,30.10587717,-352.2953555,-109.123523,8.388730867,-113.2594496,17.28073094,-110.4792087,,-320.93842643279277,,-99.17317862085474,
50,-318.5039782,,-102.3983851,,-100.4083434,,-104.8135354,,35.01572654,-357.1918327,-107.4012328,6.307451638,-103.4622672,-2.18846734,-100.8460377,,-320.6384308717443,,-98.6764022915304,
51,-315.4200878,,-87.10670414,,-100.3436253,,-95.33263877,,66.87595346,-386.1669265,-88.69411113,-10.3941522,-89.11590384,-9.544403331,-89.16756837,,-322.3868622597529,,-98.48585258662933,
52,-315.7182801,,-100.1841623,,-99.20468284,,-98.98566001,,48.92369975,-368.1075721,-97.1650897,-1.78432105,-95.08176201,-6.154818282,-102.6327828,,-321.84391610793864,,-97.89901414979249,
53,-317.2082219,,-86.22836479,,-98.9026801,,-95.29643226,,59.2178476,-379.9872376,-91.37273979,-6.720436288,-92.70495142,-3.991265688,-90.98414296,,-321.6114294513518,,-99.32002950784226,
54,-316.6652123,,-102.8252316,,-99.93687598,,-100.800691,,36.39393029,-356.2262449,-100.8458005,0.865192773,-99.42314283,-2.204899109,-100.8382089,,-319.000855045575,,-99.8743585774937,
55,-319.0650952,,-97.34111742,,-101.948976,,-102.5946159,,49.51729653,-372.1310395,-99.84496135,-1.830652168,-94.77349615,-12.46141829,-101.941215,,-321.1990292474966,,-99.87337247327378,
56,-317.1356327,,-99.71580864,,-100.3671648,,-98.56968137,,58.97226568,-379.8788769,-94.93473356,-4.817862311,-93.19534418,-8.380599378,-103.6977955,,-329.899500587062,,-102.70664192469849,
57,-318.175177,,-98.21650818,,-99.51378561,,-98.05171942,,50.47242856,-371.8948397,-95.86290922,-3.249334768,-95.51581831,-3.974927752,-96.37586457,,-323.40600779952,,-100.69956033550261,
58,-321.11965,,-124.7683635,,-99.90387383,,-102.0999203,,11.80255059,-336.2615359,-104.9144828,4.515058952,-105.008407,4.73312294,-106.6206537,,-319.7188354422324,,-98.1485244784999,
59,-318.0360164,,-102.4954841,,-100.3697719,,-99.48448141,,47.7329651,-369.3348836,-97.71879994,-2.320492197,-96.83993723,-4.165904838,-102.6653334,,-322.0215812715778,,-99.8568416643393,
60,-316.6970866,,-108.1800793,,-101.8961865,,-102.098304,,27.99235798,-348.0503405,-104.4638869,2.336631875,-107.0819416,8.038917861,-104.1906796,,-325.018090153766,,-100.69992974992783,
61,-316.3729657,,-100.3146223,,-98.60066862,,-100.2090332,,56.47801704,-376.1401809,-103.5713292,4.524532318,-105.1894433,7.803010346,-111.1828553,,-320.3951896110884,,-99.2706361276214,
62,-319.0813577,,-98.53804866,,-101.2173025,,-96.47262551,,64.08359096,-386.6126409,-93.48577372,-6.900061203,-98.41593861,2.990887333,-101.588162,,-320.2777527450289,,-98.11052786032087,
63,-314.556135,,-100.0478172,,-98.75311917,,-97.03990941,,57.24522008,-375.5532196,-98.04632565,-0.597695404,-102.5668161,8.562665485,-106.053449,,-324.88522229472255,,-99.70663266158954,
64,-316.013178,,-98.1809798,,-100.2673598,,-100.1212599,,27.25015568,-346.7657821,-98.39587599,-1.607552398,-96.52599857,-5.778325138,-86.97419052,,-325.64852848623195,,-100.58522843554965,
65,-317.4158093,,-97.6882537,,-100.330672,,-104.3893869,,51.98351331,-372.9863745,-107.4255868,6.412377452,-104.0014162,-0.619467117,-108.6690277,,-318.3702859517489,,-99.48985764525423,
66,-318.2883532,,-111.3721704,,-100.315006,,-104.9298548,,27.20705959,-348.7213968,-108.0589148,6.955500859,-104.8220549,-0.176270579,-107.2549262,,-325.0469414706713,,-99.76995152788004,
67,-319.6169583,,-110.6334922,,-100.0638019,,-98.91796948,,38.92943032,-362.2339676,-94.3910909,-5.019771614,-90.81990565,-12.80884663,-98.24950991,,-317.0168523429038,,-99.45534499523637,
68,-320.3723374,,-92.96377102,,-101.139189,,-97.07762601,,54.76507258,-378.5868462,-93.35875092,-6.928204941,-95.62050473,-2.259946187,-93.23227423,,-317.35605808496075,,-100.61488436651416,
69,-316.8116108,,-113.4540583,,-98.0235885,,-102.8225013,,32.99014896,-353.1925112,-106.0745544,7.26450839,-102.4922694,-0.53339209,-109.9634371,,-323.13102431475454,,-99.37987306056311,
70,-316.7302144,,-108.9820076,,-100.1489636,,-100.9130488,,39.92179921,-359.8939024,-104.6032657,4.014359323,-108.2086104,11.59771705,-112.0552416,,-318.5213439287909,,-98.59027514701302,
71,-310.5765902,,-91.13112664,,-99.03910836,,-97.04750094,,59.68589882,-374.1483612,-94.27549026,-4.224514405,-94.08317543,-4.615338668,-94.7934179,,-323.1901527575192,,-100.84745599310554,
72,-316.0025987,,-89.71477481,,-99.42372751,,-100.794191,,55.66413349,-374.9049286,-100.0614438,0.60949954,-96.34285379,-7.038849812,-95.14619568,,-326.43840568719315,,-101.57205997974961,
73,-318.4617738,,-94.94888192,,-100.8385671,,-98.37292821,,39.45372343,-361.5118718,-96.74129842,-3.593116349,-98.55380607,0.284678897,-90.38043688,,-321.54294619061875,,-99.80855465235072,
74,-320.9289659,,-118.9956715,,-101.8975461,,-99.37782365,,24.93396239,-349.268654,-98.88587298,-2.629073012,-101.8108509,3.879470726,-109.9282232,,-321.7892280300548,,-100.57281290710671,
75,-315.1030437,,-113.8015528,,-99.5986849,,-97.29359954,,36.611034,-355.1217025,-98.85621064,-0.610391131,-104.3528043,11.10091509,-108.0847725,,-319.3211886968493,,-98.48638901751838,
76,-314.2855553,,-80.52004254,,-98.96960319,,-95.32937764,,68.66018929,-386.750701,-90.56893425,-7.518976455,-91.02355343,-6.608691805,-84.38674563,,-323.71716891696815,,-100.60149416378408,
77,-322.2068601,,-110.8309464,,-101.2263288,,-100.5691967,,39.0333369,-364.5219158,-101.0494307,-0.127449846,-102.661241,3.314796413,-108.4251815,,-323.62766581703363,,-99.2420398589893,
78,-321.5598553,,-108.5144019,,-101.9218859,,-100.650549,,34.65404847,-359.6828913,-99.91150163,-1.743670313,-100.8982847,0.393905541,-104.2271292,,-324.8425470185939,,-99.7492162110866,
79,-313.0894028,,-80.35716812,,-97.93568995,,-97.35382575,,58.26578607,-375.2904778,-92.16194704,-5.13697369,-86.35306077,-17.183717,-80.73271101,,-322.7863720152418,,-99.80000586055394,
80,-311.5484998,,-86.4375334,,-99.92343389,,-99.27646863,,68.2624385,-383.4919416,-98.73484604,-1.039760605,-99.20224084,-0.115733039,-99.686573,,-323.0899300920955,,-100.48627784436394,
81,-321.1570352,,-103.6049564,,-102.9746464,,-102.1005245,,39.73571296,-364.2179864,-98.89209026,-3.582282157,-96.08959097,-9.607398653,-97.72585677,,-321.8836458247242,,-98.65875522824354,
82,-317.8282278,,-111.2349371,,-99.0233882,,-107.2447054,,30.61062062,-351.8527505,-111.2137757,10.94371924,-103.0933896,-6.831809008,-110.5531078,,-320.73251085169795,,-98.60185148155142,
83,-322.9692645,,-89.30060709,,-101.0453957,,-100.3502301,,59.6558405,-386.1218012,-98.16715234,-2.534791452,-96.35627093,-6.237293016,-92.59642715,,-320.22284807599135,,-98.39029127229878,
84,-311.6736159,,-97.97262259,,-98.94865932,,-100.3242387,,37.25829147,-352.2344669,-101.1259816,2.009848231,-99.78645166,-0.861943876,-97.13360098,,-316.5212995226302,,-98.75512945359515,
85,-323.105717,,-94.18464136,,-102.3561755,,-100.4277304,,67.33264897,-393.8885783,-98.08039956,-3.789092637,-98.40024518,-3.149836368,-98.13835105,,-320.22434136449374,,-100.26813217389281,
86,-316.1101582,,-91.00255995,,-99.59885221,,-95.44812177,,61.70682,-381.3551631,-93.20402172,-5.690005795,-97.88371021,3.741149127,-101.5468611,,-321.18809120214064,,-99.36643591748725,
87,-318.7508944,,-91.11996508,,-99.94819749,,-97.04353283,,55.15391311,-377.5336403,-93.29721755,-5.920030783,-93.50179251,-5.496671248,-89.51317331,,-318.4862374380391,,-100.56697331744363,
88,-311.0669055,,-102.0834081,,-98.22618156,,-98.87530021,,48.78667635,-363.4412466,-98.84102817,0.599142402,-97.54362743,-2.10481464,-102.3497998,,-323.37606058037636,,-100.18174451777304,
89,-315.4147626,,-92.94649657,,-99.79566294,,-99.26580994,,62.1327452,-381.0825944,-95.82722914,-3.521525644,-91.84787388,-11.61940625,-101.4773523,,-319.584310399825,,-100.02106159584946,
90,-320.1691289,,-102.6325781,,-100.2335389,,-103.1588227,,51.30200996,-374.9234194,-106.8482738,5.970455855,-106.5925607,5.444977197,-107.4175797,,-321.31121979814634,,-99.13842509748065,
91,-316.8894329,,-94.54372354,,-101.0436113,,-99.52538809,,50.75454669,-371.391369,-96.54668649,-3.977850145,-95.15589489,-6.877890396,-94.17263371,,-324.56444437791106,,-102.07339489390142,
92,-316.237768,,-99.13036946,,-101.4915587,,-99.79372964,,48.27123117,-368.1880456,-97.69153104,-3.331383409,-97.72316447,-3.26536562,-100.7062875,,-322.49272837631725,,-100.01374840448261,
93,-311.9863541,,-103.715477,,-98.87391061,,-100.5345118,,45.18331682,-360.7546447,-100.5489594,1.551813411,-97.56108176,-4.738940755,-102.119964,,-321.9548282749056,,-100.0692324055708,
94,-315.7206644,,-110.0211322,,-98.47094588,,-95.56873928,,55.08624875,-374.2807585,-99.1096002,0.636394129,-109.1496976,20.88748363,-113.6178297,,-318.9152698517355,,-96.7140382197249,
95,-313.183647,,-94.39205302,,-99.92920848,,-96.99450272,,62.62433779,-379.4811931,-95.88947666,-3.575778125,-99.99445347,4.642884481,-100.1357295,,-323.9943596165358,,-100.92007508387906,
96,-314.0358143,,-101.7768215,,-99.12722604,,-99.67901204,,58.70608479,-376.0741592,-98.50369329,-0.503740566,-95.62274155,-6.377505305,-108.8985061,,-317.6123700363387,,-99.71730356318585,
97,-316.5333409,,-111.1242479,,-100.6382588,,-100.1271397,,33.35727854,-353.0624798,-101.7710271,1.081771457,-104.5273685,7.014094545,-108.4664421,,-320.027638437341,,-100.04546976405254,
98,-320.0564597,,-101.9412498,,-100.3179841,,-101.8142436,,50.61666538,-374.0370759,-106.2369558,5.343867438,-109.6985771,12.43256367,-109.3136696,,-322.4522613563313,,-99.51152520693722,
99,-314.0364657,,-112.1789162,,-98.93498715,,-101.0990274,,34.95390067,-352.047409,-104.5093134,5.03356975,-105.3347205,6.802088381,-109.2587866,,-320.6636857944777,,-99.37862207603757,
